gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check,churn_label
0,41,1,0,93531,1436,43,1,41.83,1,1,15,0,1,0,0,0,0,0,1,0,80.45,3398.9,0.0,0,1798.6899999999998,5197.59,4,5357,False,True,False,False,False,False,False,0
1,38,1,0,95601,222,10,1,11.3,0,1,4,0,0,0,0,1,0,0,1,1,79.95,857.2,0.0,0,113.0,970.2,1,5640,False,True,False,False,False,False,False,1
1,60,1,0,95758,47065,71,1,47.34,1,1,12,0,1,1,0,1,1,1,1,1,106.0,7723.7,0.0,0,3361.1400000000003,11084.84,3,4072,False,True,False,False,True,False,False,1
1,48,1,2,93271,2318,72,1,8.53,0,0,0,0,0,0,0,0,0,0,0,0,19.95,1322.85,0.0,0,614.16,1937.01,3,5092,False,False,True,False,True,False,False,0
0,64,0,0,94599,2873,66,0,0.0,0,1,29,1,1,1,1,0,0,0,0,1,47.4,3177.25,0.0,0,0.0,3177.25,3,6435,True,False,False,False,True,False,True,0
1,38,0,2,95205,34138,6,1,16.91,0,0,0,0,0,0,0,0,0,0,0,1,20.2,98.35,0.0,0,101.46,199.81,4,3478,False,False,True,False,False,True,False,0
0,43,1,2,93263,15177,72,1,35.62,1,0,0,0,0,0,0,0,0,0,0,0,25.1,1857.85,0.0,0,2564.64,4422.49,4,5611,False,False,True,False,True,False,False,0
0,61,0,0,95736,31,40,1,23.28,0,1,6,0,0,1,0,0,0,0,1,1,50.25,2023.55,0.0,0,931.2,2954.75,5,2449,False,False,False,True,False,True,False,0
0,40,1,0,91765,46532,21,1,14.81,0,1,25,0,0,0,1,1,0,0,1,1,86.05,1818.9,0.0,0,311.01,2129.91,3,2937,False,True,False,False,False,False,False,0
0,49,1,3,90063,55668,72,0,0.0,0,1,53,0,1,0,1,1,1,1,1,0,53.65,3784.0,0.0,0,0.0,3784.0,3,5498,True,False,False,False,True,True,False,0
1,25,1,2,96015,417,18,0,0.0,0,1,59,0,1,1,0,1,0,0,1,0,46.4,812.4,0.0,0,0.0,812.4,5,4003,True,False,False,True,False,True,False,0
0,27,0,0,94070,28098,12,1,35.81,0,0,0,0,0,0,0,0,0,0,0,0,19.45,227.45,0.0,0,429.72,657.1700000000001,4,4862,False,False,True,False,False,False,False,0
0,32,0,0,90069,20408,34,1,45.28,1,1,27,0,0,0,1,1,0,0,1,0,65.0,2157.5,0.0,0,1539.52,3697.02,5,5567,False,False,False,False,False,True,False,0
1,27,1,0,91791,30458,9,1,26.03,1,1,59,0,1,1,0,0,1,1,1,1,69.05,653.95,0.0,0,234.27,888.22,4,2907,False,False,False,False,False,True,False,0
0,29,0,0,94132,26297,1,1,13.04,0,1,46,0,0,0,0,0,0,0,1,1,69.95,69.95,0.0,0,13.04,82.99000000000001,3,5341,False,True,False,False,False,True,False,1
0,53,0,0,94103,23036,17,1,41.78,0,1,16,0,0,0,0,0,0,0,1,0,70.5,1165.6,0.0,0,710.26,1875.86,3,3650,False,True,False,False,False,False,False,0
1,62,1,2,96031,170,63,1,48.62,1,1,28,0,1,0,0,0,1,1,1,1,91.35,5764.7,18.78,0,3063.06,8808.98,4,4512,False,True,False,True,False,False,False,0
0,53,0,0,95427,371,2,0,0.0,0,1,18,0,0,0,1,0,0,0,1,1,30.9,59.05,0.0,0,0.0,59.05,2,2860,True,False,False,False,False,False,False,1
1,69,0,0,91208,16910,54,1,18.58,1,1,14,0,1,0,0,0,1,0,1,1,90.05,4931.8,0.0,0,1003.32,5935.12,5,5232,False,True,False,False,True,False,False,0
0,34,0,0,95616,67411,9,1,10.07,1,1,26,0,0,0,0,1,1,1,0,1,94.75,889.9,0.0,30,90.63,1010.53,2,2893,False,True,False,False,False,False,False,1
0,63,0,3,92394,12083,1,1,33.21,0,1,75,1,0,0,1,0,0,0,1,0,54.5,54.5,0.0,0,33.21,87.71000000000001,3,4359,True,False,False,False,False,False,False,0
0,58,1,2,94060,2055,62,1,42.05,0,1,20,1,0,1,1,1,0,0,1,1,70.75,4263.45,0.0,0,2607.1,6870.549999999999,3,4133,True,False,False,True,False,False,False,0
0,42,0,0,93206,2078,5,1,24.83,0,1,26,1,0,1,0,0,0,0,1,0,55.8,300.4,0.0,0,124.15,424.5499999999999,4,5104,True,False,False,False,False,True,False,0
0,55,1,0,93650,3258,67,1,35.34,1,0,0,0,0,0,0,0,0,0,0,1,25.25,1733.15,0.0,0,2367.78,4100.93,5,5887,False,False,True,False,True,True,False,0
1,33,1,2,91351,59259,11,1,15.73,0,0,0,0,0,0,0,0,0,0,0,0,20.95,267.35,18.17,0,173.03,422.21,3,4075,False,False,True,False,False,False,False,0
1,61,0,0,92604,27369,2,1,6.34,0,1,28,0,0,0,1,0,0,0,0,1,50.2,109.25,0.0,10,12.68,131.93,4,4697,False,False,False,False,False,True,False,0
1,48,1,2,92394,12083,11,1,40.76,0,0,0,0,0,0,0,0,0,0,0,0,19.65,225.75,0.0,0,448.36,674.1099999999999,3,3372,False,False,True,False,True,True,False,0
1,31,0,0,94612,11702,27,1,33.4,0,0,0,0,0,0,0,0,0,0,0,0,20.1,562.6,0.0,0,901.8,1464.4,5,3428,False,False,True,True,False,False,False,0
0,38,0,0,95827,19611,60,1,16.81,0,1,21,0,1,1,0,1,1,1,1,1,99.65,5941.05,0.0,0,1008.6,6949.65,4,4616,False,True,False,False,True,False,False,0
0,23,1,2,93668,1130,36,1,40.54,1,1,59,1,1,1,1,1,1,1,1,1,92.9,3379.25,0.0,0,1459.44,4838.6900000000005,3,3570,False,False,False,False,True,True,False,0
0,44,0,0,93673,646,14,1,1.19,1,1,23,0,0,1,0,0,0,0,1,1,80.45,1072.0,0.0,0,16.66,1088.66,1,4155,False,True,False,False,False,False,False,1
1,42,0,0,95910,118,9,1,48.25,0,1,24,0,0,0,0,0,0,0,1,0,70.05,657.5,0.0,0,434.25,1091.75,3,3522,False,True,False,False,False,True,False,0
0,42,0,0,93921,2966,64,1,5.68,1,1,24,0,1,1,1,1,1,1,0,1,110.5,7069.25,0.0,60,363.52,7492.77,5,5718,False,True,False,False,True,True,False,0
0,42,1,1,95307,32881,46,1,27.65,0,0,0,0,0,0,0,0,0,0,0,0,20.25,890.35,0.0,0,1271.9,2162.25,3,3879,False,False,True,False,True,False,False,0
0,44,1,0,92242,1564,23,1,17.82,0,0,0,0,0,0,0,0,0,0,0,0,20.05,415.1,0.0,0,409.86,824.96,4,3742,False,False,True,True,False,True,False,0
1,42,1,0,93710,29337,19,1,34.05,1,1,20,1,1,0,1,0,0,0,1,1,88.8,1672.35,0.0,0,646.9499999999999,2319.2999999999997,3,4600,False,True,False,False,False,True,False,0
1,66,1,0,90742,1107,71,1,30.72,1,0,0,0,0,0,0,0,0,0,0,0,23.95,1756.2,0.0,0,2181.12,3937.32,3,4329,False,False,True,False,True,False,False,0
0,49,0,0,95659,751,26,1,37.51,0,1,30,0,0,0,0,0,0,0,1,1,69.05,1815.65,0.0,0,975.26,2790.91,3,5379,False,True,False,False,False,True,False,0
0,58,0,0,93202,2872,2,1,6.65,0,0,0,0,0,0,0,0,0,0,0,0,19.4,61.05,0.0,0,13.3,74.35,5,5816,False,False,True,False,False,True,False,0
0,52,1,2,95721,69,58,1,43.52,0,0,0,0,0,0,0,0,0,0,0,0,19.55,1079.65,0.0,0,2524.1600000000003,3603.81,4,4125,False,False,True,False,True,True,False,0
1,21,1,0,94062,25569,55,1,10.61,1,1,76,0,0,1,1,1,1,1,1,1,104.15,5743.05,0.0,0,583.55,6326.6,1,4369,False,True,False,True,False,False,False,1
0,49,0,0,95963,13706,1,1,18.34,0,1,6,0,0,1,0,1,1,1,1,0,94.4,94.4,0.0,0,18.34,112.74,3,5764,False,True,False,False,False,False,False,1
1,50,1,3,95064,4563,54,1,7.25,1,1,57,0,1,0,1,1,1,1,1,1,105.2,5637.85,23.01,0,391.5,6006.34,5,5546,False,True,False,True,False,False,False,0
0,68,0,0,96148,678,1,1,45.8,0,1,10,0,0,0,0,0,0,0,1,1,69.6,69.6,0.0,0,45.8,115.4,2,2151,False,True,False,False,False,False,False,1
0,80,0,0,92274,17018,1,1,35.09,0,1,17,0,0,1,0,0,0,0,0,1,75.3,75.3,0.0,20,35.09,130.39,2,4902,False,True,False,False,False,False,False,1
0,67,1,0,95426,1591,55,1,33.21,0,1,4,0,0,1,1,1,0,0,1,0,88.8,4805.3,0.0,0,1826.55,6631.85,3,4291,False,True,False,False,True,True,False,0
1,27,1,0,90266,33758,20,1,46.47,0,0,0,0,0,0,0,0,0,0,0,0,20.65,417.5,0.0,0,929.4,1346.9,3,4147,False,False,True,True,False,True,False,0
1,79,0,0,96001,31586,12,0,0.0,0,1,4,0,1,0,0,0,0,0,1,1,29.35,381.2,38.98,0,0.0,342.21999999999997,3,3606,True,False,False,False,True,True,False,0
1,69,1,0,94599,2873,23,1,45.83,0,0,0,0,0,0,0,0,0,0,0,1,20.75,485.2,37.64,0,1054.09,1501.65,5,3418,False,False,True,True,False,False,False,0
0,43,0,3,96101,5096,10,1,42.93,0,1,52,0,0,1,1,1,0,0,1,1,91.1,964.35,0.0,0,429.3,1393.65,3,3857,False,True,False,False,False,False,False,0
1,79,0,0,92239,964,21,1,42.27,0,1,7,0,0,1,0,1,1,0,1,1,96.8,2030.3,10.2,0,887.6700000000001,2907.77,1,4317,False,True,False,False,False,False,False,1
1,19,1,0,92677,62103,3,1,14.1,1,0,0,0,0,0,0,0,0,0,0,1,23.6,89.05,0.0,0,42.3,131.35,5,5587,False,False,True,False,False,True,False,0
0,59,1,0,93609,5446,34,1,12.3,1,1,26,1,0,0,1,0,0,0,1,1,60.85,2003.6,0.0,0,418.2000000000001,2421.8,4,3012,True,False,False,False,False,False,False,0
0,46,0,0,93721,6848,29,1,2.76,0,0,0,0,0,0,0,0,0,0,0,0,19.35,601.6,0.0,0,80.03999999999999,681.64,5,5227,False,False,True,False,False,True,False,0
0,68,0,0,95653,844,2,1,31.74,1,1,25,0,1,0,0,0,0,0,1,1,56.55,118.25,0.0,0,63.48,181.73,4,2069,True,False,False,False,False,True,False,0
0,63,1,0,95369,1158,61,1,49.33,1,1,7,0,1,0,0,1,1,1,1,1,99.15,6010.05,0.0,0,3009.13,9019.18,3,5612,False,True,False,False,False,False,False,1
1,52,0,0,94005,3635,1,1,3.14,0,0,0,0,0,0,0,0,0,0,0,0,19.4,19.4,0.0,0,3.14,22.54,2,4152,False,False,True,False,False,False,True,1
0,71,0,0,92372,4280,17,1,24.15,0,0,0,0,0,0,0,0,0,0,0,0,20.65,330.6,0.0,0,410.5499999999999,741.15,4,4086,False,False,True,True,False,False,True,0
1,80,1,0,92592,46171,25,1,33.63,1,1,25,1,0,0,0,0,1,0,1,1,89.05,2177.45,0.0,0,840.7500000000001,3018.2,1,2673,False,True,False,True,False,False,False,1
0,27,1,3,93614,9395,72,1,33.39,1,1,52,1,1,1,0,1,1,1,0,0,109.55,7887.25,0.0,120,2404.08,10411.33,4,5723,False,True,False,False,True,True,False,0
0,74,0,0,90620,44442,2,1,9.86,0,1,21,0,0,0,0,0,0,0,1,0,70.75,154.85,0.0,0,19.72,174.57,2,4407,False,True,False,False,False,False,False,1
0,53,0,0,93646,8449,12,1,23.2,0,0,0,0,0,0,0,0,0,0,0,0,20.4,266.6,0.0,0,278.4,545.0,4,4497,False,False,True,False,False,True,False,0
1,74,1,0,95030,13290,17,1,28.18,1,1,16,0,0,1,0,1,1,0,1,1,100.45,1622.45,0.0,0,479.06,2101.51,3,5508,False,False,False,False,False,True,False,1
0,38,0,0,95978,28,3,1,40.2,0,0,0,0,0,0,0,0,0,0,0,0,20.0,63.6,0.0,0,120.6,184.2,3,4258,False,False,True,False,False,False,True,0
1,70,1,0,94801,28450,3,1,32.31,1,1,27,0,0,0,0,1,1,0,1,1,94.6,279.55,0.0,0,96.93,376.48,1,3019,False,True,False,False,False,False,False,1
1,45,0,0,92518,1005,68,1,37.79,1,0,0,0,0,0,0,0,0,0,0,1,24.15,1498.85,0.0,0,2569.72,4068.57,4,5987,False,False,True,False,True,False,False,0
0,29,1,1,93451,2666,18,1,35.44,0,0,0,0,0,0,0,0,0,0,0,1,20.25,401.95,0.0,0,637.92,1039.87,4,2429,False,False,True,False,False,True,False,0
0,64,0,0,93223,8644,17,1,9.84,1,0,0,0,0,0,0,0,0,0,0,0,24.8,475.25,37.06,0,167.28,605.47,5,5208,False,False,True,False,False,True,False,0
1,41,0,0,92804,81333,10,1,27.28,0,1,27,0,0,0,0,0,0,0,1,1,70.0,740.0,0.0,0,272.8,1012.8,1,3156,False,True,False,False,False,False,False,1
0,34,1,2,94027,6876,61,1,42.85,0,1,11,1,0,0,0,0,0,0,1,1,49.7,2961.4,0.0,0,2613.85,5575.25,3,4577,True,False,False,True,False,False,False,0
0,36,0,0,95936,404,4,1,24.09,0,1,17,0,1,0,0,0,0,0,1,1,76.65,333.6,0.0,0,96.36,429.96,1,4580,False,True,False,False,False,False,False,1
0,25,1,3,90201,105285,10,1,5.59,1,1,59,0,1,1,1,1,0,0,1,0,73.35,733.5,0.0,0,55.9,789.4,4,2342,True,False,False,False,True,True,False,0
1,54,1,0,93637,28434,40,1,22.56,1,1,4,0,1,0,0,1,1,1,1,1,101.3,4113.1,0.0,0,902.4,5015.5,1,2576,False,False,False,False,False,False,False,1
0,59,1,1,92230,2355,32,1,24.04,1,1,22,0,1,0,0,1,1,1,1,1,98.85,3089.6,0.0,0,769.28,3858.88,4,3149,False,True,False,False,False,False,False,0
0,43,1,0,95010,9673,53,1,6.68,0,1,25,1,1,1,1,1,1,1,1,0,110.5,5835.5,0.0,0,354.03999999999996,6189.54,3,4135,False,True,False,True,False,False,False,0
0,51,0,0,95709,4829,4,1,10.64,0,1,23,0,1,0,0,1,1,1,1,1,68.65,261.25,0.0,0,42.56,303.81,3,5274,True,False,False,False,False,False,False,1
1,30,1,0,93601,1968,71,1,16.24,0,1,59,0,1,0,1,1,1,1,1,1,73.35,5154.5,0.0,0,1153.04,6307.54,5,5124,False,False,False,False,True,True,False,0
1,33,0,0,95553,867,5,1,3.25,1,1,25,0,0,1,0,1,0,0,1,1,92.5,452.7,0.0,0,16.25,468.95,2,2810,False,True,False,False,False,False,False,1
0,25,0,0,92869,37916,5,1,48.86,0,1,59,0,0,0,0,1,0,0,1,0,80.2,384.25,0.0,0,244.3,628.55,3,3391,False,True,False,False,False,False,False,0
1,45,0,0,92266,291,72,1,33.93,1,1,18,0,1,1,0,1,1,1,1,1,104.95,7544.3,25.42,0,2442.96,9961.84,5,5760,False,True,False,True,False,False,False,0
0,67,1,2,92020,55277,62,1,45.76,1,1,12,0,1,1,0,0,1,0,0,1,96.1,6019.35,0.0,150,2837.12,9006.470000000001,4,5868,False,True,False,False,True,True,False,0
0,23,1,1,95610,43718,65,1,13.17,1,1,59,1,0,1,0,1,1,1,0,1,104.3,6725.3,0.0,70,856.05,7651.35,3,4997,False,True,False,False,True,True,False,0
1,32,0,0,90012,30596,5,1,31.14,0,1,5,0,0,0,0,0,0,0,1,1,69.75,324.6,0.0,0,155.7,480.3,1,3965,False,True,False,False,False,False,False,1
0,66,1,0,92102,47140,42,1,22.89,1,1,12,0,1,1,0,1,0,0,1,1,95.55,3930.6,0.0,0,961.38,4891.98,3,4121,False,True,False,False,False,False,False,0
0,31,1,1,91916,1587,55,1,31.3,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1087.25,0.0,0,1721.5,2808.75,4,4277,False,False,True,False,False,True,False,0
1,51,1,0,94024,21496,69,1,33.37,1,1,24,1,1,1,1,0,1,1,1,1,107.2,7317.1,0.0,0,2302.5299999999997,9619.63,4,5935,False,True,False,True,False,True,False,0
1,45,1,2,95514,199,62,1,1.87,0,0,0,0,0,0,0,0,0,0,0,0,20.45,1297.35,0.0,0,115.94,1413.29,4,5746,False,False,True,False,True,False,False,0
0,28,0,0,95675,364,9,1,13.05,0,1,73,1,0,0,0,0,0,0,1,1,74.85,708.2,0.0,0,117.45,825.6500000000001,3,5770,False,True,False,False,False,False,False,0
1,67,0,0,95692,3600,9,1,30.8,1,1,18,0,0,0,0,0,1,0,1,1,84.4,732.5,0.0,0,277.2,1009.7,2,5745,False,True,False,False,False,True,False,1
1,47,0,0,92070,1143,39,1,35.13,0,1,29,0,0,1,1,0,0,0,1,0,81.9,3219.75,0.0,0,1370.0700000000002,4589.82,4,3446,False,True,False,True,False,False,False,0
1,78,1,0,92242,1564,72,0,0.0,0,1,26,1,1,1,1,1,1,1,1,1,63.1,4685.55,0.0,0,0.0,4685.55,3,4933,False,False,False,False,True,False,False,0
0,41,0,0,93110,15757,1,1,46.09,0,1,10,0,0,0,0,0,1,1,1,0,78.65,78.65,0.0,0,46.09,124.74,1,2728,False,True,False,False,False,False,False,1
0,67,0,0,95817,14966,6,1,2.03,0,0,0,0,0,0,0,0,0,0,0,0,19.5,106.8,0.0,0,12.18,118.98,3,3288,False,False,True,False,True,False,False,0
1,42,0,0,91506,18539,13,1,16.35,0,0,0,0,0,0,0,0,0,0,0,1,19.95,257.0,0.0,0,212.55,469.55,3,5221,False,False,True,True,False,True,False,0
1,50,0,0,95639,213,17,1,39.34,0,0,0,0,0,0,0,0,0,0,0,0,19.45,369.05,0.0,0,668.7800000000001,1037.8300000000002,4,5347,False,False,True,False,True,True,False,0
1,37,0,0,92596,4093,1,1,45.77,0,1,20,1,0,0,0,0,0,0,1,1,50.75,50.75,0.0,0,45.77,96.52,3,2250,True,False,False,False,False,True,False,0
0,33,0,2,96130,19440,41,1,18.72,1,1,10,0,1,0,0,1,0,0,1,1,88.5,3645.05,0.0,0,767.52,4412.57,3,5984,False,True,False,False,False,False,False,0
0,76,1,0,94566,36669,33,1,33.19,1,1,15,0,1,0,0,0,0,0,1,1,80.6,2656.5,0.0,0,1095.27,3751.77,2,3601,False,False,False,False,False,False,False,1
0,28,1,0,92129,47224,2,1,9.76,0,1,27,0,0,0,0,0,0,0,1,1,70.7,141.45,0.0,0,19.52,160.97,2,4559,False,False,False,False,False,False,False,1
1,55,0,0,96107,1332,27,1,33.94,1,1,25,0,0,1,1,0,0,0,1,0,59.45,1611.65,0.0,0,916.38,2528.0299999999997,4,4818,False,False,False,False,False,False,False,0
1,24,0,0,95551,1447,6,1,12.17,0,0,0,0,0,0,0,0,0,0,0,0,20.6,116.6,0.0,0,73.02,189.62,3,4439,False,False,True,True,False,True,False,0
1,52,1,3,95124,45257,14,1,2.96,1,1,76,1,1,0,0,0,1,1,1,0,69.2,944.65,0.0,0,41.44,986.09,3,2871,True,False,False,False,False,True,False,0
0,24,0,2,95556,574,8,1,15.66,0,0,0,0,0,0,0,0,0,0,0,0,20.05,163.6,0.0,0,125.28,288.88,4,2675,False,False,True,False,False,True,False,0
1,21,0,0,94949,13361,23,1,38.69,1,1,69,0,0,0,1,1,0,1,1,1,90.6,1943.2,4.73,0,889.8699999999999,2828.34,2,4359,False,False,False,False,False,False,False,1
0,41,0,0,92117,51213,2,1,5.11,0,1,6,0,0,0,0,0,1,1,1,0,80.75,159.45,0.0,0,10.22,169.67,3,2176,False,True,False,False,False,False,False,1
1,47,0,0,95364,235,43,1,49.13,1,1,25,0,1,0,0,0,0,0,1,1,77.85,3365.85,0.0,0,2112.59,5478.4400000000005,1,5107,False,True,False,False,False,False,False,1
0,47,1,3,95503,23570,69,1,38.39,0,0,0,0,0,0,0,0,0,0,0,0,19.7,1396.9,0.0,0,2648.91,4045.81,5,4131,False,False,True,False,True,False,False,0
1,70,1,0,93301,12963,70,1,14.48,0,1,7,1,1,1,0,1,1,1,1,0,105.35,7511.9,0.0,0,1013.6,8525.5,4,5866,False,True,False,False,True,True,False,0
1,42,0,0,90503,41979,58,1,2.38,1,0,0,0,0,0,0,0,0,0,0,1,24.45,1513.6,0.0,0,138.04,1651.64,4,6490,False,False,True,False,True,True,False,0
1,42,0,0,93103,20893,1,1,17.27,0,1,10,0,0,0,0,0,0,0,1,1,71.55,71.55,0.0,0,17.27,88.82,1,5739,False,True,False,False,False,False,True,1
1,71,1,0,92397,4253,10,1,16.88,1,1,24,0,0,1,0,0,1,0,1,1,89.8,914.3,0.0,0,168.79999999999998,1083.1,2,5124,False,True,False,False,False,False,False,1
0,75,1,0,93010,42853,3,1,7.38,0,1,11,0,0,0,1,1,0,0,1,1,83.9,267.4,0.0,0,22.14,289.53999999999996,1,3464,False,True,False,False,False,True,False,1
1,69,1,0,93110,15757,69,1,48.88,1,1,4,0,1,1,1,1,1,0,1,1,108.4,7318.2,0.0,0,3372.7200000000003,10690.92,3,4708,False,True,False,False,True,False,False,1
1,45,0,0,94517,14239,1,1,11.25,0,0,0,0,0,0,0,0,0,0,0,0,20.2,20.2,0.0,0,11.25,31.45,2,5418,False,False,True,False,False,True,False,1
1,55,0,0,91737,23079,40,0,0.0,0,1,12,0,1,0,1,0,0,0,0,0,36.0,1382.9,0.0,130,0.0,1512.9,3,5323,False,False,False,True,False,True,False,0
0,40,0,0,92273,1632,9,1,41.92,0,1,29,0,0,0,0,0,0,0,1,1,44.2,403.35,0.0,0,377.28,780.6300000000001,2,2029,False,False,False,False,False,False,False,1
0,42,1,3,95558,300,40,1,3.01,0,0,0,0,0,0,0,0,0,0,0,0,20.15,777.35,0.0,0,120.4,897.75,5,3556,False,False,True,False,True,False,False,0
1,64,0,0,91401,40376,35,1,42.8,0,0,0,0,0,0,0,0,0,0,0,1,20.2,684.4,0.0,0,1498.0,2182.4,3,3481,False,False,True,False,True,True,False,0
1,59,0,0,96029,84,1,1,28.37,0,1,7,0,0,0,0,0,0,0,0,0,45.3,45.3,0.0,30,28.37,103.67,2,5774,True,False,False,False,False,False,False,1
0,40,1,2,95140,38,63,1,46.9,0,0,0,0,0,0,0,0,0,0,0,0,20.0,1209.25,0.0,0,2954.7,4163.95,5,5975,False,False,True,False,True,True,False,0
0,54,0,0,95122,59841,10,1,37.45,0,1,5,0,1,0,1,0,1,1,1,0,64.9,685.55,0.0,0,374.5,1060.05,3,4883,True,False,False,True,False,True,False,0
0,28,0,0,95835,854,3,1,46.6,0,1,76,0,0,0,0,1,0,0,1,1,79.4,244.65,0.0,0,139.8,384.4500000000001,1,2448,False,True,False,False,False,False,False,1
1,30,0,0,90701,16398,61,1,42.4,1,1,71,1,1,1,0,1,1,1,1,1,107.75,6521.9,0.0,0,2586.4,9108.3,3,5364,False,True,False,True,False,False,False,0
0,69,1,0,93627,152,24,1,13.38,1,1,12,0,0,0,0,1,1,1,1,1,93.55,2264.05,0.0,0,321.12,2585.17,2,4937,False,True,False,False,False,False,False,1
1,24,1,0,92339,958,55,1,36.17,0,1,69,1,0,0,0,0,1,1,0,0,59.45,3157.0,0.0,40,1989.35,5186.35,4,5712,True,False,False,True,False,True,False,0
0,44,1,2,93924,6691,72,0,0.0,0,1,23,1,1,1,1,1,1,1,1,0,65.7,4575.35,0.0,0,0.0,4575.35,3,6187,False,False,False,False,True,False,False,0
1,53,0,0,94541,60274,7,1,9.14,0,0,0,0,0,0,0,0,0,0,0,0,19.25,112.3,0.0,0,63.98,176.28,3,4489,False,False,True,False,False,False,False,1
0,37,1,1,95412,747,72,1,2.57,1,0,0,0,0,0,0,0,0,0,0,1,26.25,1988.05,0.0,0,185.04,2173.09,4,5098,False,False,True,False,True,False,False,0
1,30,1,0,92313,11024,35,1,24.83,1,1,51,0,0,0,1,0,1,1,0,1,89.85,3161.2,0.0,20,869.05,4050.25,3,4945,False,True,False,False,False,False,False,0
0,78,0,0,90077,10470,35,1,31.64,1,1,7,1,0,0,0,1,1,1,1,1,99.05,3554.6,0.0,0,1107.4,4662.0,4,3484,False,True,False,False,False,False,False,0
0,34,0,0,91356,27424,18,1,36.49,1,1,3,0,0,0,1,1,1,1,1,1,99.85,1776.95,0.0,0,656.82,2433.77,1,3068,False,True,False,False,False,False,False,1
0,33,1,0,96133,116,71,1,3.09,0,1,26,1,1,1,1,1,1,1,1,1,84.4,5969.3,0.0,0,219.39,6188.6900000000005,5,5619,True,False,False,False,True,True,False,0
0,20,0,0,90266,33758,25,0,0.0,0,1,59,0,0,1,0,1,1,1,1,1,48.25,1293.8,0.0,0,0.0,1293.8,5,4284,False,False,False,False,False,False,False,0
0,65,0,0,94530,23141,46,1,41.17,1,1,30,0,1,1,0,1,1,1,1,1,104.45,4863.85,36.78,0,1893.82,6720.890000000001,3,4103,False,True,False,False,True,False,False,0
1,23,0,0,92543,29687,69,1,26.45,1,1,46,1,1,1,1,1,0,0,0,1,79.45,5502.55,0.0,80,1825.05,7407.6,4,5189,True,False,False,False,True,True,False,0
0,29,1,0,95312,55,53,1,38.35,0,1,82,0,0,0,1,1,1,1,1,1,93.45,4872.2,0.0,0,2032.55,6904.75,4,4700,False,True,False,True,False,False,False,0
0,54,0,0,96051,1236,7,1,2.24,0,1,22,0,0,0,1,1,0,0,1,1,59.5,415.95,0.0,0,15.68,431.63,3,4661,True,False,False,False,False,True,False,1
1,28,0,0,92802,45086,4,1,43.77,0,1,41,0,0,0,0,0,0,1,1,1,44.8,176.2,0.0,0,175.08,351.28,4,5565,True,False,False,False,False,True,False,0
0,58,0,0,92324,52202,1,1,25.62,0,0,0,0,0,0,0,0,0,0,0,0,19.3,19.3,0.0,0,25.62,44.92,2,3236,False,False,True,False,False,False,False,1
0,27,1,1,95119,10155,13,1,16.74,0,0,0,0,0,0,0,0,0,0,0,0,18.8,251.25,0.0,0,217.62,468.87,5,2333,False,False,True,False,False,True,False,0
1,56,1,3,90604,37887,69,1,20.32,0,1,56,0,1,0,1,1,0,0,1,1,92.15,6480.9,0.0,0,1402.08,7882.98,3,5817,False,True,False,False,True,False,True,0
0,60,1,3,95415,1374,24,1,41.45,1,1,53,0,1,1,0,0,0,0,1,0,83.15,2033.05,0.0,0,994.8,3027.85,5,2404,False,True,False,True,False,False,False,0
0,65,0,0,90007,45025,1,1,18.37,0,1,13,0,0,0,0,1,0,0,1,0,78.45,78.45,0.0,0,18.37,96.82,1,2139,False,True,False,False,False,False,False,1
1,20,0,1,95627,2756,13,1,26.63,0,1,27,0,0,0,0,0,0,1,1,0,44.0,659.35,0.0,0,346.19,1005.54,3,5611,True,False,False,False,False,True,False,0
0,54,0,0,94587,66472,31,1,6.33,1,1,11,0,0,1,0,0,1,1,1,1,89.9,2806.9,41.18,0,196.23,2961.9500000000003,2,2031,False,True,False,False,False,False,False,1
1,29,1,0,96126,227,19,1,5.93,1,1,51,0,0,0,1,1,1,1,1,1,100.95,1875.55,0.0,0,112.67,1988.22,3,4072,False,True,False,True,False,False,False,1
0,33,1,3,95461,7789,72,1,41.14,1,1,53,1,1,1,1,1,1,1,1,1,118.75,8672.45,0.0,0,2962.08,11634.53,4,5475,False,True,False,False,True,False,False,0
0,63,1,1,90293,11264,59,1,35.23,1,1,19,0,1,1,0,1,1,1,1,1,106.15,6256.2,0.0,0,2078.5699999999997,8334.77,5,5096,False,True,False,True,False,False,False,0
0,38,1,2,92867,40915,70,1,48.44,0,0,0,0,0,0,0,0,0,0,0,0,19.8,1378.75,0.0,0,3390.7999999999997,4769.549999999999,4,5169,False,False,True,False,True,False,False,0
0,19,0,0,93312,40836,65,1,43.29,0,1,76,1,1,0,1,0,0,0,0,1,59.6,3739.8,0.0,120,2813.85,6673.65,4,4372,True,False,False,False,True,False,True,0
