gender,age,married,number_of_dependents,zip_code,population,tenure_in_months,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,paperless_billing,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,churn_label,cltv,internet_type_DSL,internet_type_Fiber Optic,internet_type_No Internet,contract_One Year,contract_Two Year,payment_method_Credit Card,payment_method_Mailed Check
0,56,1,0,91791,30458,51,1,47.18,0,1,12,1,1,0,1,0,0,0,1,1,60.5,3145.15,0.0,0,2406.18,5551.33,3,0,4207,False,False,False,True,False,False,False
0,21,1,3,91792,31622,13,1,42.23,0,0,0,0,0,0,0,0,0,0,0,0,19.55,265.3,0.0,0,548.99,814.29,4,0,2816,False,False,True,False,True,False,True
0,28,0,0,91801,54382,1,1,10.21,0,0,0,0,0,0,0,0,0,0,0,0,20.9,20.9,0.0,0,10.21,31.11,5,0,3901,False,False,True,False,False,False,True
1,53,0,1,91803,30635,1,1,10.14,0,0,0,0,0,0,0,0,0,0,0,1,21.05,21.05,0.0,0,10.14,31.19,3,0,3389,False,False,True,False,False,False,True
1,46,0,0,91901,16486,63,1,18.05,1,1,11,1,1,1,1,0,0,0,0,0,71.5,4576.3,0.0,70,1137.15,5783.450000000001,3,0,5342,True,False,False,True,False,False,False
1,64,0,0,91902,17389,3,1,33.53,0,1,30,0,0,0,0,0,1,1,1,0,54.65,189.1,0.0,0,100.59,289.69,5,0,2168,True,False,False,False,False,False,True
1,49,0,0,91905,1509,46,1,30.99,0,0,0,0,0,0,0,0,0,0,0,0,19.2,908.15,0.0,0,1425.54,2333.69,4,0,2776,False,False,True,False,True,True,False
1,31,0,0,91906,3133,1,1,3.97,1,1,11,0,0,0,0,0,0,0,1,1,49.8,49.8,0.0,0,3.97,53.77,4,0,4796,True,False,False,False,False,True,False
0,60,1,1,91911,71126,71,1,11.13,0,0,0,0,0,0,0,0,0,0,0,0,20.5,1500.95,0.0,0,790.23,2291.1800000000003,4,0,4941,False,False,True,False,True,False,False
1,38,1,3,91913,12884,55,1,22.56,1,1,56,0,0,1,0,1,0,0,1,1,90.4,5099.15,0.0,0,1240.8,6339.95,5,0,4603,False,True,False,False,False,True,False
0,38,0,0,91914,2606,70,1,13.4,1,1,3,0,1,1,1,0,0,0,0,1,90.25,6385.95,0.0,100,938.0,7423.95,3,0,5327,False,True,False,True,False,False,False
1,32,1,3,91916,1587,67,1,11.31,1,1,57,1,0,0,1,1,1,1,1,0,104.6,6885.75,0.0,0,757.77,7643.52,3,0,4743,False,True,False,False,True,False,False
1,27,1,0,91931,796,14,1,4.05,0,1,59,0,0,1,0,0,0,0,1,0,50.2,668.85,0.0,0,56.7,725.5500000000001,3,0,4253,True,False,False,False,False,True,False
0,28,1,2,91932,26662,20,1,38.71,1,1,48,0,0,1,1,0,1,1,1,1,95.5,1916.2,0.0,0,774.2,2690.4,3,0,3186,False,True,False,False,False,False,False
0,56,1,6,91941,44652,49,1,8.18,1,1,53,0,0,0,0,1,1,1,1,1,95.4,4613.95,0.0,0,400.82,5014.7699999999995,5,0,6136,False,True,False,False,False,False,False
0,32,0,0,91942,24005,72,1,2.25,1,1,16,1,1,1,0,1,0,0,1,1,101.3,7261.25,0.0,0,162.0,7423.25,3,0,5513,False,True,False,False,True,False,False
0,25,1,0,91945,24961,46,1,44.74,1,1,82,1,0,0,0,0,0,1,1,0,53.1,2459.8,0.0,0,2058.04,4517.84,3,0,3358,True,False,False,False,False,False,False
1,57,0,0,91948,81,24,1,13.13,1,1,14,0,1,1,0,0,0,0,0,1,84.85,2048.8,0.0,80,315.12,2443.92,4,0,2941,False,True,False,False,False,False,False
0,52,1,2,91950,62355,5,0,0.0,0,1,19,0,1,0,1,0,0,0,1,0,34.25,163.55,0.0,0,0.0,163.55,5,0,5100,True,False,False,False,False,False,False
0,21,1,1,91962,1604,33,1,11.01,1,1,73,0,1,1,1,0,0,1,1,0,88.6,2888.7,0.0,0,363.33,3252.0299999999997,3,0,3648,False,True,False,False,False,True,False
0,23,0,0,91963,905,42,1,29.44,1,1,41,1,1,0,0,0,0,1,1,1,60.15,2421.6,0.0,0,1236.48,3658.08,3,0,5988,False,False,False,True,False,False,False
1,21,0,0,91977,56100,23,1,41.94,0,1,30,1,0,1,0,1,1,1,1,1,99.95,2292.75,0.0,0,964.62,3257.37,3,0,3515,False,True,False,True,False,True,False
1,26,0,0,91978,7863,8,1,41.93,0,1,59,0,0,0,0,0,0,1,1,0,70.7,553.4,0.0,0,335.44,888.8399999999999,5,0,4946,False,True,False,False,False,False,False
1,32,0,0,91980,91,66,1,11.56,0,1,30,1,1,0,0,0,0,0,1,1,54.8,3465.7,0.0,0,762.96,4228.66,4,0,4621,True,False,False,True,False,False,True
0,22,0,0,92008,35582,53,1,8.33,0,1,73,0,1,1,0,1,1,1,1,1,100.3,5200.8,0.0,0,441.49,5642.29,4,0,5377,False,True,False,True,False,False,True
0,61,0,0,92009,43161,60,0,0.0,0,1,4,1,0,1,0,1,1,1,1,0,53.6,3237.05,0.0,0,0.0,3237.05,3,0,4173,False,False,False,False,True,False,False
0,32,0,0,92019,40995,20,1,10.9,0,0,0,0,0,0,0,0,0,0,0,1,19.35,433.75,0.0,0,218.0,651.75,5,0,5811,False,False,True,True,False,True,False
0,25,1,1,92020,55277,23,1,9.84,1,1,71,0,0,0,0,0,1,1,1,0,85.6,1868.4,0.0,0,226.32,2094.7200000000003,3,0,3513,False,True,False,False,False,False,False
1,23,1,0,92021,61872,72,1,35.07,0,1,53,1,0,1,1,1,1,1,1,1,80.8,5728.55,0.0,0,2525.04,8253.59,5,0,4689,False,False,False,False,True,False,False
1,43,0,0,92025,49281,21,1,16.81,0,0,0,0,0,0,0,0,0,0,0,0,19.6,390.4,0.0,0,353.01,743.41,4,0,4562,False,False,True,False,True,False,True
0,21,0,0,92028,42239,57,1,36.14,0,1,48,0,1,1,1,1,0,1,1,0,69.75,3894.4,0.0,0,2059.98,5954.38,3,0,4487,False,False,False,False,True,False,True
0,42,1,2,92029,17944,45,1,21.73,0,0,0,0,0,0,0,0,0,0,0,1,20.0,886.4,0.0,0,977.85,1864.25,4,0,5169,False,False,True,False,True,False,False
1,35,0,0,92036,3577,10,1,26.43,1,1,13,0,1,1,0,0,1,1,1,1,95.25,1021.55,0.0,0,264.3,1285.85,3,0,4810,False,True,False,False,False,False,False
1,49,0,5,92040,42277,14,1,40.66,0,0,0,0,0,0,0,0,0,0,0,0,19.95,268.4,0.0,0,569.24,837.64,5,0,5770,False,False,True,False,False,True,False
1,42,1,0,92054,98239,27,1,11.83,1,1,14,1,0,0,1,1,1,1,1,0,80.85,2204.35,0.0,0,319.41,2523.76,3,0,4732,True,False,False,True,False,True,False
0,59,1,1,92059,1831,69,1,28.53,1,1,24,0,1,0,1,0,1,1,1,1,93.3,6398.05,0.0,0,1968.57,8366.62,5,0,5205,False,True,False,False,True,False,False
0,59,1,0,92064,47969,35,0,0.0,0,1,24,1,0,0,1,1,0,0,0,1,46.35,1662.05,0.0,140,0.0,1802.05,4,0,4577,True,False,False,False,True,True,False
1,33,1,0,92066,339,45,1,39.82,1,1,13,0,1,1,0,1,1,1,1,0,78.75,3600.65,0.0,0,1791.9,5392.55,3,0,2595,True,False,False,True,False,True,False
0,60,0,0,92067,7615,17,1,22.61,0,1,19,0,1,0,0,1,0,0,1,1,83.55,1329.15,0.0,0,384.37,1713.52,5,0,5564,False,True,False,False,False,False,False
1,62,0,0,92070,1143,22,1,20.46,0,0,0,0,0,0,0,0,0,0,0,0,19.6,422.5,0.0,0,450.12,872.62,5,0,2203,False,False,True,True,False,True,False
1,21,1,0,92075,12173,67,1,2.12,0,1,58,1,0,1,1,0,1,1,1,0,67.85,4627.65,0.0,0,142.04000000000002,4769.69,3,0,4792,False,False,False,False,True,True,False
0,45,1,3,92078,6760,67,1,17.79,1,1,22,0,0,1,1,1,1,1,1,1,105.65,6717.9,0.0,0,1191.9299999999998,7909.83,5,0,6383,False,True,False,False,True,False,False
0,30,0,0,92086,1205,5,1,3.37,0,0,0,0,0,0,0,0,0,0,0,0,20.15,117.95,0.0,0,16.85,134.8,4,0,5020,False,False,True,False,False,True,False
1,47,0,0,92091,1072,54,0,0.0,0,1,10,1,0,0,1,1,0,0,1,0,45.2,2460.55,0.0,0,0.0,2460.55,4,0,5435,False,False,False,False,True,True,False
1,56,1,0,92107,27959,70,1,27.97,1,1,2,1,1,1,1,1,0,0,1,1,79.25,5731.85,0.0,0,1957.9,7689.75,3,0,5085,False,False,False,False,True,False,False
1,51,1,2,92109,46086,53,1,26.84,1,1,12,1,0,1,1,1,1,1,1,0,85.7,4616.1,0.0,0,1422.52,6038.620000000001,5,0,5957,False,False,False,False,False,False,False
0,63,0,0,92111,46828,31,1,33.71,0,0,0,0,0,0,0,0,0,0,0,0,20.1,589.25,0.0,0,1045.01,1634.26,3,0,3086,False,False,True,True,False,True,False
1,56,1,3,92113,47431,13,1,28.15,0,1,56,0,1,1,1,0,0,0,1,0,61.8,750.1,0.0,0,365.95,1116.05,3,0,4749,False,False,False,False,False,False,False
0,33,1,1,92114,66838,28,1,41.41,1,1,30,0,0,0,0,0,0,0,1,0,49.9,1410.25,0.0,0,1159.48,2569.73,5,0,5250,True,False,False,False,False,True,False
1,62,1,0,92116,33083,38,1,6.97,0,0,0,0,0,0,0,0,0,0,0,0,20.4,743.5,0.0,0,264.86,1008.36,5,0,3756,False,False,True,False,True,False,False
1,28,1,0,92119,21866,52,1,10.4,0,1,85,1,1,0,0,1,1,1,1,1,75.4,3865.45,0.0,0,540.8000000000001,4406.25,5,0,5211,True,False,False,True,False,True,False
1,42,1,3,92120,25569,62,1,1.76,0,1,20,1,1,1,1,1,1,1,1,0,108.15,6825.65,0.0,0,109.12,6934.7699999999995,4,0,5298,False,True,False,False,True,True,False
0,40,0,0,92121,4258,16,1,22.3,0,1,28,0,1,0,0,0,1,1,1,1,86.25,1340.1,0.0,0,356.8,1696.9,5,0,3511,False,True,False,False,False,False,False
1,57,0,0,92123,25232,12,1,49.0,0,1,23,0,0,1,0,1,1,1,1,0,95.7,1184.0,0.0,0,588.0,1772.0,5,0,5527,False,True,False,True,False,False,False
0,63,1,1,92124,30206,72,1,31.83,1,1,14,1,1,1,1,1,1,1,1,1,116.85,8477.7,0.0,0,2291.76,10769.46,3,0,4055,False,True,False,False,True,False,False
0,33,1,0,92127,20046,24,1,32.86,0,0,0,0,0,0,0,0,0,0,0,0,20.15,456.85,0.0,0,788.64,1245.49,3,0,3573,False,False,True,True,False,True,False
0,64,0,0,92128,42733,15,1,39.49,0,0,0,0,0,0,0,0,0,0,0,0,19.6,331.6,0.0,0,592.35,923.95,3,0,2722,False,False,True,False,True,True,False
1,54,0,2,92130,28201,2,1,14.88,1,1,12,1,1,0,0,0,0,0,1,0,60.95,134.6,0.0,0,29.76,164.36,4,0,3172,True,False,False,False,False,False,False
0,40,1,3,92131,29283,5,0,0.0,0,1,53,0,0,0,0,0,0,0,1,0,25.05,125.5,0.0,0,0.0,125.5,5,0,2071,True,False,False,False,False,True,False
1,20,1,0,92173,28488,41,1,2.43,0,1,69,1,1,1,0,0,0,1,1,1,60.3,2511.3,0.0,0,99.63,2610.9300000000003,3,0,4565,True,False,False,True,False,False,False
0,26,0,1,92201,56307,43,1,5.6,0,1,30,1,1,0,0,0,1,1,1,1,63.95,2737.05,0.0,0,240.8,2977.8500000000004,3,0,4205,False,False,False,False,False,False,False
1,30,1,0,92223,17721,71,1,28.58,1,1,30,1,1,1,1,1,1,1,1,0,90.55,6404.0,0.0,0,2029.18,8433.18,4,0,5007,False,False,False,False,True,False,False
1,29,0,0,92225,24659,7,1,9.43,0,0,0,0,0,0,0,0,0,0,0,0,19.45,165.35,0.0,0,66.00999999999999,231.36,5,0,2600,False,False,True,False,True,True,False
1,48,0,0,92231,27804,7,1,30.58,0,0,0,0,0,0,0,0,0,0,0,0,19.5,128.6,0.0,0,214.06,342.65999999999997,5,0,4271,False,False,True,True,False,True,False
0,30,0,0,92233,7857,69,1,23.92,1,1,42,0,1,1,1,1,1,1,1,1,110.5,7455.45,0.0,0,1650.48,9105.93,4,0,4803,False,True,False,False,True,False,False
0,29,0,1,92234,43141,1,0,0.0,0,1,48,0,0,0,0,0,0,0,0,0,24.7,24.7,0.0,70,0.0,94.7,5,0,3065,False,False,False,False,False,True,False
1,36,0,0,92236,23170,3,1,44.42,0,1,6,1,0,1,0,1,1,1,1,1,77.4,206.15,0.0,0,133.26,339.40999999999997,4,0,5528,False,False,False,False,False,False,False
0,33,1,0,92240,22796,69,1,34.49,1,1,29,0,1,1,0,0,0,0,1,1,85.4,5869.4,0.0,0,2379.81,8249.21,5,0,5976,False,True,False,False,False,False,False
0,44,1,0,92241,5529,71,0,0.0,0,1,16,1,1,1,1,0,0,0,1,1,47.6,3377.8,0.0,0,0.0,3377.8,3,0,4795,True,False,False,False,True,False,False
0,19,1,2,92242,1564,69,1,25.18,0,0,0,0,0,0,0,0,0,0,0,0,19.4,1346.2,0.0,0,1737.42,3083.62,5,0,6408,False,False,True,False,True,True,False
0,35,0,0,92243,43712,48,1,10.5,1,1,12,0,0,1,1,1,1,1,1,1,103.85,4946.05,0.0,0,504.0,5450.05,5,0,4304,False,True,False,False,False,False,False
1,30,0,0,92251,14546,45,1,5.97,1,1,73,1,0,1,1,1,1,1,1,1,108.45,4964.7,0.0,0,268.65,5233.349999999999,3,0,5093,False,True,False,False,False,True,False
1,54,0,0,92252,8141,51,1,42.93,1,1,11,0,1,0,0,0,0,0,0,0,81.0,4085.75,0.0,10,2189.43,6285.18,3,0,4121,False,True,False,False,False,False,False
1,39,0,0,92254,8768,72,1,11.41,1,1,17,1,1,1,1,1,1,1,1,0,86.65,6224.8,0.0,0,821.52,7046.32,3,0,4621,True,False,False,False,True,False,False
1,33,1,1,92256,3499,37,1,38.89,1,1,29,0,1,1,0,1,0,0,1,1,92.95,3415.25,0.0,0,1438.93,4854.18,4,0,3462,False,True,False,False,False,False,False
1,31,1,0,92257,2753,71,1,18.42,1,1,29,1,1,1,1,1,1,1,1,0,90.35,6325.25,0.0,0,1307.8200000000002,7633.07,4,0,6483,True,False,False,False,True,False,False
0,51,0,0,92259,471,66,1,20.77,1,0,0,0,0,0,0,0,0,0,0,1,25.15,1683.6,0.0,0,1370.82,3054.42,5,0,6141,False,False,True,False,True,True,False
1,59,1,0,92260,29340,51,1,31.66,0,1,3,1,0,0,1,1,1,1,1,1,76.4,3966.3,0.0,0,1614.66,5580.96,3,0,6385,False,False,False,True,False,False,False
0,57,1,0,92262,24924,30,1,21.14,0,0,0,0,0,0,0,0,0,0,0,0,19.55,608.5,0.0,0,634.2,1242.7,3,0,5203,False,False,True,True,False,False,False
0,26,0,0,92264,18884,34,1,23.54,1,1,76,0,0,0,0,1,0,0,0,0,85.35,2896.6,0.0,0,800.36,3696.96,5,0,3818,False,True,False,False,False,False,False
1,62,1,1,92266,291,64,1,35.25,1,0,0,0,0,0,0,0,0,0,0,1,24.8,1514.85,0.0,0,2256.0,3770.85,3,0,6281,False,False,True,False,True,True,False
1,50,0,0,92268,354,47,1,47.73,1,1,25,1,1,0,1,1,0,0,1,0,100.75,4669.2,0.0,0,2243.31,6912.51,3,0,2508,False,True,False,False,False,True,False
0,53,1,3,92274,17018,67,1,11.4,1,1,27,0,1,0,1,1,0,0,1,0,94.1,6302.8,0.0,0,763.8000000000001,7066.6,4,0,4803,False,True,False,False,True,True,False
1,42,0,0,92275,799,39,1,48.61,0,0,0,0,0,0,0,0,0,0,0,0,19.35,779.2,0.0,0,1895.79,2674.99,3,0,2607,False,False,True,True,False,False,False
1,27,0,0,92276,6242,14,1,43.5,0,0,0,0,0,0,0,0,0,0,0,0,19.9,283.75,0.0,0,609.0,892.75,3,0,3854,False,False,True,False,False,True,False
0,19,0,0,92027,48690,14,1,34.01,0,1,69,0,0,0,1,0,1,1,1,0,59.1,772.85,0.0,0,476.14,1248.99,4,0,5718,False,False,False,True,False,True,False
1,57,1,0,92282,805,16,1,21.04,0,1,17,1,1,0,0,0,0,0,1,1,55.85,857.8,0.0,0,336.64,1194.44,3,0,2464,False,False,False,True,False,True,False
1,40,1,1,92283,3663,70,1,40.28,1,1,13,1,1,0,0,1,1,1,1,1,106.05,7554.05,0.0,0,2819.6,10373.65,4,0,4583,False,True,False,False,False,False,False
0,51,1,3,92285,2182,23,1,48.73,0,1,75,0,0,1,0,0,0,0,1,1,75.3,1702.9,0.0,0,1120.79,2823.69,5,0,5903,False,True,False,False,False,True,False
1,53,0,1,92301,18980,21,1,31.26,1,0,0,0,0,0,0,0,0,0,0,0,24.7,467.15,0.0,0,656.46,1123.61,4,0,5403,False,False,True,False,False,True,False
0,38,0,0,92310,9465,36,1,46.92,1,1,5,0,0,1,0,0,0,0,0,0,55.8,1941.5,0.0,70,1689.12,3700.62,3,0,4770,True,False,False,True,False,False,False
0,48,0,0,92311,31293,50,0,0.0,0,1,6,0,1,1,1,0,0,0,1,0,39.7,1932.75,0.0,0,0.0,1932.75,3,0,5174,True,False,False,False,True,True,False
0,38,1,1,92313,11024,48,0,0.0,0,1,16,0,0,0,1,0,0,0,1,1,29.5,1423.05,0.0,0,0.0,1423.05,4,0,3194,True,False,False,False,False,True,False
0,40,0,3,92314,9899,50,1,18.95,0,0,0,0,0,0,0,0,0,0,0,0,20.15,970.85,0.0,0,947.5,1918.35,3,0,4263,False,False,True,False,True,True,False
1,34,1,0,92315,5447,72,1,45.05,1,1,9,1,1,1,1,0,1,1,1,0,79.55,5810.9,0.0,0,3243.6,9054.5,3,0,4766,False,False,False,False,True,True,False
1,61,0,3,92316,25995,10,1,34.47,1,0,0,0,0,0,0,0,0,0,0,0,24.8,223.9,0.0,0,344.7,568.6,3,0,5212,False,False,True,False,False,True,False
0,44,0,0,92320,7334,18,1,18.2,0,0,0,0,0,0,0,0,0,0,0,0,19.65,391.7,0.0,0,327.59999999999997,719.3,3,0,4333,False,False,True,False,False,True,False
1,40,0,0,92325,10484,9,1,15.53,0,1,14,0,0,1,0,1,1,1,1,1,94.05,811.65,0.0,0,139.76999999999998,951.42,4,0,3475,False,True,False,False,False,False,False
1,55,0,0,92327,678,2,1,27.17,1,1,23,1,0,0,0,0,1,1,1,0,90.75,174.75,0.0,0,54.34,229.09,3,0,4766,False,True,False,False,False,True,False
0,61,1,0,92328,443,40,1,39.97,1,1,17,0,0,0,1,0,0,0,1,1,78.85,3126.85,0.0,0,1598.8,4725.65,4,0,5257,False,True,False,False,False,True,False
1,50,1,0,92332,115,69,1,3.81,1,1,4,0,0,1,0,1,1,1,1,0,99.5,6841.45,0.0,0,262.89,7104.34,4,0,4237,False,True,False,True,False,False,False
1,29,0,3,92335,82630,18,1,41.08,1,1,48,0,0,1,0,0,0,0,1,1,80.55,1406.65,0.0,0,739.4399999999999,2146.09,5,0,5334,False,True,False,False,False,True,False
1,24,1,0,92339,958,55,1,36.17,0,1,69,1,0,0,0,0,1,1,0,0,59.45,3157.0,0.0,40,1989.35,5186.35,4,0,5712,True,False,False,True,False,True,False
1,35,1,0,92341,317,33,1,31.76,1,1,7,0,1,1,0,0,1,1,1,1,93.35,3092.0,0.0,0,1048.0800000000002,4140.08,4,0,3348,False,True,False,False,False,False,False
0,19,0,0,92342,4948,46,1,40.32,0,1,51,0,0,0,0,0,0,0,1,0,44.95,2168.9,0.0,0,1854.72,4023.62,5,0,2626,False,False,False,False,False,False,False
1,54,0,0,92345,68515,34,1,20.47,1,0,0,0,0,0,0,0,0,0,0,0,26.1,980.35,0.0,0,695.98,1676.33,3,0,2026,False,False,True,False,True,False,False
0,64,0,0,92346,48245,3,1,31.81,0,0,0,0,0,0,0,0,0,0,0,0,20.2,65.95,0.0,0,95.43,161.38,5,0,4369,False,False,True,False,False,False,False
1,58,1,3,92347,1933,30,1,40.0,0,0,0,0,0,0,0,0,0,0,0,0,21.25,711.9,0.0,0,1200.0,1911.9,3,0,3047,False,False,True,False,True,True,False
0,41,0,0,92352,9793,33,1,10.28,1,1,7,1,0,0,1,0,0,0,1,0,59.4,1952.8,0.0,0,339.23999999999995,2292.04,3,0,2853,False,False,False,True,False,False,False
1,25,1,2,92354,18068,45,1,33.45,1,1,69,0,1,1,0,0,1,1,0,1,95.0,4368.85,0.0,60,1505.2500000000002,5934.1,4,0,2719,False,True,False,True,False,True,False
1,49,0,0,92356,5256,40,1,36.98,0,1,21,1,1,0,1,0,0,0,1,1,61.9,2647.1,0.0,0,1479.1999999999998,4126.299999999999,4,0,2520,True,False,False,False,False,True,False
0,58,0,0,92358,1090,71,1,17.9,1,1,21,1,1,1,1,1,1,1,1,1,118.65,8477.6,0.0,0,1270.9,9748.5,3,0,4296,False,True,False,False,True,False,False
0,53,1,0,92363,5488,72,0,0.0,0,1,6,1,1,1,1,1,1,1,1,0,64.45,4528.0,0.0,0,0.0,4528.0,4,0,5265,True,False,False,False,True,False,False
0,59,1,3,92364,162,22,1,33.46,0,1,29,0,0,0,0,0,1,1,1,1,80.15,1790.65,0.0,0,736.12,2526.77,5,0,4732,False,True,False,False,False,False,False
1,44,1,0,92592,46171,46,1,4.72,0,0,0,0,0,0,0,0,0,0,0,1,20.2,845.6,0.0,0,217.12,1062.72,3,0,2325,False,False,True,True,False,False,False
0,53,1,3,92368,909,55,1,38.51,0,0,0,0,0,0,0,0,0,0,0,0,21.0,1210.3,0.0,0,2118.0499999999997,3328.3499999999995,3,0,5046,False,False,True,False,True,True,False
1,26,0,0,92371,12463,1,1,30.09,0,0,0,0,0,0,0,0,0,0,0,0,20.45,20.45,0.0,0,30.09,50.54,4,0,4845,False,False,True,False,False,True,False
0,23,0,0,92372,4280,12,1,49.25,1,1,47,0,0,0,1,1,1,1,1,1,75.85,854.45,0.0,0,591.0,1445.45,4,0,5942,True,False,False,True,False,True,False
1,43,0,0,92373,31230,31,1,37.07,1,1,23,0,1,0,0,0,0,0,1,1,80.45,2429.1,0.0,0,1149.17,3578.27,4,0,4684,False,True,False,False,False,False,False
0,24,1,0,92376,75882,67,1,1.36,1,1,82,1,0,0,0,1,1,1,1,1,75.5,5229.45,0.0,0,91.12,5320.57,3,0,5420,True,False,False,False,True,False,False
1,45,0,0,92377,18518,1,1,23.34,0,1,16,0,0,0,0,0,0,0,1,0,44.45,44.45,0.0,0,23.34,67.79,3,0,3498,True,False,False,False,False,True,False
1,61,1,2,92384,87,41,1,28.55,1,1,20,1,1,1,0,1,0,0,1,1,74.55,3023.55,0.0,0,1170.55,4194.1,3,0,2748,False,False,False,False,False,True,False
1,48,1,0,92392,63235,42,0,0.0,0,1,8,1,0,1,1,1,0,0,1,0,48.15,2032.3,0.0,0,0.0,2032.3,4,0,2673,False,False,False,False,True,True,False
1,62,1,0,92394,12083,23,1,24.88,0,0,0,0,0,0,0,0,0,0,0,0,19.65,436.9,0.0,0,572.24,1009.14,5,0,5460,False,False,True,True,False,False,True
0,40,0,0,92398,1195,1,1,27.59,0,0,0,0,0,0,0,0,0,0,0,0,20.15,20.15,0.0,0,27.59,47.739999999999995,4,0,3167,False,False,True,False,False,False,True
0,25,0,0,92399,41575,56,1,24.77,1,1,51,1,1,0,0,1,1,1,1,1,106.6,5893.95,0.0,0,1387.12,7281.07,4,0,5056,False,True,False,False,False,True,False
1,31,0,1,92401,1779,15,1,30.22,1,1,12,0,1,0,0,1,0,0,1,1,91.0,1430.05,0.0,0,453.2999999999999,1883.35,4,0,4602,False,True,False,False,False,False,False
1,55,1,3,92404,53636,12,1,44.12,1,0,0,0,0,0,0,0,0,0,0,1,25.4,313.0,0.0,0,529.4399999999999,842.4399999999999,3,0,2219,False,False,True,False,True,False,False
0,21,1,0,92405,24644,54,1,28.17,0,1,76,1,0,1,1,0,1,1,1,0,69.95,3871.85,0.0,0,1521.18,5393.03,4,0,5077,True,False,False,False,True,False,False
0,30,0,0,92407,49355,7,1,48.16,0,1,85,0,0,0,0,1,1,1,1,1,66.85,458.1,0.0,0,337.12,795.22,4,0,4858,True,False,False,False,False,False,False
1,30,1,3,92410,44556,16,1,38.55,0,0,0,0,0,0,0,0,0,0,0,0,20.15,341.35,0.0,0,616.8,958.15,4,0,5271,False,False,True,False,False,False,False
0,55,0,0,92411,23146,21,1,30.88,0,1,15,1,0,1,0,0,1,1,1,0,64.85,1336.8,0.0,0,648.48,1985.28,3,0,3302,True,False,False,True,False,False,True
1,45,0,0,92503,71678,3,1,26.38,0,1,25,0,0,0,1,0,0,0,1,1,50.5,147.75,0.0,0,79.14,226.89,4,0,5258,True,False,False,False,False,False,True
1,27,0,0,92504,46550,11,1,18.33,0,1,76,0,0,1,0,0,0,0,1,0,72.9,818.45,0.0,0,201.63,1020.08,3,0,3042,False,True,False,False,False,False,False
0,39,0,0,92505,38446,62,1,36.84,1,1,13,1,1,1,1,1,1,1,1,1,115.05,7133.45,0.0,0,2284.0800000000004,9417.53,4,0,6494,False,True,False,True,False,True,False
1,42,0,0,92506,42425,18,1,33.16,0,0,0,0,0,0,0,0,0,0,0,0,19.0,348.8,0.0,0,596.8799999999999,945.6799999999998,5,0,5379,False,False,True,False,False,False,False
1,20,0,1,92507,48649,6,1,17.53,0,0,0,0,0,0,0,0,0,0,0,0,19.55,128.6,0.0,0,105.18,233.78,4,0,2309,False,False,True,False,False,True,False
0,45,0,0,92508,17147,46,1,27.97,1,1,22,0,0,1,0,1,1,1,1,1,101.1,4674.4,0.0,0,1286.62,5961.0199999999995,4,0,4883,False,True,False,True,False,False,False
1,46,0,0,92509,63999,21,1,49.05,1,1,9,0,0,0,0,0,1,1,1,1,84.1,1737.45,0.0,0,1030.05,2767.5,4,0,4649,False,True,False,False,False,False,False
1,45,0,0,92518,1005,68,1,37.79,1,0,0,0,0,0,0,0,0,0,0,1,24.15,1498.85,0.0,0,2569.72,4068.57,4,0,5987,False,False,True,False,True,False,False
0,19,0,0,92530,38519,1,1,29.13,1,1,51,0,0,0,0,0,0,0,1,1,50.1,50.1,0.0,0,29.13,79.23,4,0,5617,False,False,False,False,False,False,False
0,26,1,0,92532,4546,25,1,37.1,0,1,82,0,0,1,0,0,0,0,1,1,74.6,1797.75,0.0,0,927.5,2725.25,5,0,4591,False,True,False,False,False,False,False
0,57,0,1,92536,2433,24,1,34.24,0,0,0,0,0,0,0,0,0,0,0,0,19.75,498.1,0.0,0,821.76,1319.86,3,0,2639,False,False,True,False,True,False,True
1,31,1,0,92544,39264,51,1,29.4,1,1,21,0,1,1,0,1,1,1,0,1,106.8,5498.8,0.0,140,1499.4,7138.2,3,0,4640,False,True,False,True,False,False,False
0,33,1,0,92545,25694,57,1,10.05,1,1,16,1,0,1,1,1,1,1,1,1,84.5,4845.4,0.0,0,572.85,5418.25,3,0,5928,True,False,False,False,True,False,False
0,52,0,0,92548,4283,15,1,40.97,1,0,0,0,0,0,0,0,0,0,0,0,25.05,369.1,0.0,0,614.55,983.65,5,0,5218,False,False,True,False,True,False,False
0,25,1,0,92549,3588,72,1,16.05,0,1,46,1,1,1,1,1,1,1,1,1,83.7,6096.9,0.0,0,1155.6,7252.5,3,0,4592,False,False,False,False,True,False,False
1,25,1,0,92553,61205,28,1,33.57,1,1,52,0,1,1,0,1,0,0,1,0,96.6,2684.35,0.0,0,939.96,3624.31,5,0,5530,False,True,False,False,False,True,False
1,52,1,2,92557,46214,70,1,49.67,0,1,19,1,1,1,1,1,0,0,1,1,101.1,6994.8,0.0,0,3476.9,10471.7,3,0,4226,False,True,False,False,True,True,False
